"iso","alert__year","alert__week","burned_area__ha"
"GUY",2019,12,11556.402520781373675
"GUY",2019,13,6768.5960738739763
"GUY",2020,11,8422.372854443089159
"GUY",2020,12,6069.754623405305974
"GUY",2020,13,8749.758276430612093
"GUY",2020,14,3475.477280311037214
"GUY",2021,10,1103.7126845085731
"GUY",2021,11,2532.488941587411402
"GUY",2021,12,858.118255579537511
"GUY",2021,13,54.40295013342448
"HKG",2018,11,25.3199333059283
"HKG",2018,12,405.11893170949804
"HKG",2018,13,37.97945455359587
"HKG",2021,12,620.4144752641839
"HND",2012,10,3378.8986037759782
"HND",2012,11,6638.1795709544166
"HND",2012,12,6952.5045094345854
"HND",2012,13,8605.501297991145776
"HND",2013,10,26508.664386092123450
"HND",2013,11,13164.70243647489638
"HND",2013,12,21071.585475454235615
"HND",2013,13,13313.447514453711577
"HND",2014,10,7358.026320331529803
"HND",2014,11,11017.743811684118135
"HND",2014,12,14060.250845565118509
"HND",2014,13,20446.788748542781847
"HND",2015,11,4265.88434647947291
"HND",2015,12,4802.214819543260611
"HND",2015,13,8473.44511059579163
"HND",2015,14,7446.020390017943163
"HND",2016,10,7075.3488769063702
"HND",2016,11,18750.290904293395332
"HND",2016,12,8831.26263865204409
"HND",2016,13,10937.045829280511595
"HND",2017,10,5962.707293793873007
"HND",2017,11,3373.106620233438488
"HND",2017,12,5319.814066118701881
"HND",2017,13,14640.921364766441515
"HND",2018,10,14320.971645905099994
"HND",2018,11,14582.081691179334977
"HND",2018,12,24027.275979554198010
"HND",2018,13,39098.490445593150766
"HND",2019,10,7325.646460930949198
"HND",2019,11,20474.250034945108373
"HND",2019,12,35826.872552861618304
"HND",2019,13,40305.810743505430675
"HND",2020,11,3927.624354170281168
"HND",2020,12,4484.743363432951388
"HND",2020,13,9036.804628079693666
"HND",2020,14,25867.682927368552146
"HND",2021,10,967.097551834044796
"HND",2021,11,1748.58975545276942
"HND",2021,12,2910.197168389440583
"HND",2021,13,1352.50691597516573
"HRV",2012,10,712.89656567265513
"HRV",2012,11,285.232929913965456
"HRV",2012,12,952.517879039915519
"HRV",2012,13,137.635996970283175
"HRV",2014,10,78.50481824517735
"HRV",2014,11,686.95762875730658
"HRV",2014,12,245.46299376637052
"HRV",2015,13,9.828510997551573
"HRV",2015,14,49.12487745439391
"HRV",2016,10,796.0591191903435
"HRV",2016,11,68.80012899664513
"HRV",2016,12,19.64320907060508
"HRV",2016,13,569.5933590478933
"HRV",2017,10,753.26682718418612
"HRV",2017,11,3012.71834071470642
"HRV",2017,12,598.19370040291404
"HRV",2017,13,2067.7401656930884
"HRV",2019,10,78.43228229968835
"HRV",2019,11,29.27981963631123
"HRV",2019,12,127.80100669081165
"HRV",2019,13,538.99104962714332
"HRV",2020,11,292.1849682842792
"HRV",2020,12,29.55338030910378
"HRV",2020,13,147.78177485232845
"HRV",2020,14,1720.799917448317594
"HTI",2012,10,595.1687539679023
"HTI",2012,11,141.94446120222165
"HTI",2013,12,51.76237870176908
"HTI",2015,11,155.16642696483905
"HTI",2015,12,25.861368732253315
"HTI",2018,10,452.398860130453339
"HTI",2018,11,155.278884699848084
"HTI",2018,12,25.894325529921336
"HTI",2019,10,530.0085107735429
"HTI",2019,11,232.57779025951814
"HTI",2019,12,142.0886120338512
"HTI",2019,13,12.919039554368478
"HTI",2020,11,103.41075188034824
"HTI",2020,14,77.52635855562583
"HTI",2021,10,155.12098432490302
"HUN",2012,10,6094.914814556892019
"HUN",2012,11,1967.345404248003832
"HUN",2014,10,13256.58887510714522
"HUN",2014,11,1864.70802171184024
"HUN",2014,12,9.369535086189666
"HUN",2015,11,36.855905451511903
"HUN",2015,12,27.416229335462884
"HUN",2016,10,18.415600792184115
"HUN",2016,11,73.650635202069168
"HUN",2017,10,275.03271638492892
"HUN",2017,11,302.554176067736785
"HUN",2017,12,9.144662570841206
"HUN",2020,11,168.20903560701208
"HUN",2020,12,46.725861628180404
"HUN",2020,13,112.13509905525589
"HUN",2020,14,37.05469770582992
"IDN",2012,10,205.025447567219362
"IDN",2012,11,150.261926195862967
"IDN",2012,12,1010.866184402703963
"IDN",2012,13,1157.037273534527427
"IDN",2013,10,2595.726120899993832
"IDN",2013,11,1475.262370688792582
"IDN",2013,12,953.990266553860221
"IDN",2013,13,478.344246005774656
"IDN",2014,10,52507.826137049395073
"IDN",2014,11,51486.678580621064670
"IDN",2014,12,14114.263068371812547
"IDN",2014,13,4303.286732054472951
"IDN",2015,11,1553.627992623695855
"IDN",2015,12,1146.657130020830188
"IDN",2015,13,409.178988529334644
"IDN",2015,14,1047.421177140205562
"IDN",2016,10,5739.476500493428913
"IDN",2016,11,3632.695111750055977
"IDN",2016,12,3288.494576858119853
"IDN",2016,13,2333.352962581078732
"IDN",2017,13,13.570834539573342
"IDN",2018,10,396.189903090217810
"IDN",2018,11,341.450884822468505
"IDN",2018,12,259.684006999105676
"IDN",2018,13,531.857315864323341
"IDN",2019,10,5274.043382783374884
"IDN",2019,11,5151.397954195800418
"IDN",2019,12,10562.660982155275221
"IDN",2019,13,3238.299950901356064
"IDN",2020,11,1789.562492019111828
"IDN",2020,12,2485.913229161064669
"IDN",2020,13,2061.447486522017796
"IDN",2020,14,1255.941387414375748
"IDN",2021,10,2896.968753414400568
"IDN",2021,11,710.204331852306921
"IDN",2021,12,505.483427914096685
"IDN",2021,13,40.987830798664017
"IND",2012,10,365694.002056851313156
"IND",2012,11,300894.397006312863912
"IND",2012,12,493908.031255712240354
"IND",2012,13,232626.348351332429482
"IND",2013,10,156348.622062752632177
"IND",2013,11,122460.268605184807324
"IND",2013,12,118739.069530353779978
"IND",2013,13,177661.47942774363721
"IND",2014,10,35355.992877443823690
"IND",2014,11,94237.117363588395947
"IND",2014,12,148553.038127266222204
"IND",2014,13,335483.259418454793842
"IND",2015,11,225174.859626420306586
"IND",2015,12,292452.38750291485076
"IND",2015,13,88455.924700788590550
"IND",2015,14,178268.98784439528844
"IND",2016,10,135495.991251240152330
"IND",2016,11,246158.283047109403921
"IND",2016,12,249842.269705206727485
"IND",2016,13,120857.044037127272288
"IND",2017,10,90953.604749435837786
"IND",2017,11,82448.327056983738099
"IND",2017,12,108038.07648688985325
"IND",2017,13,456563.4644132518541
"IND",2018,10,321775.783881743909767
"IND",2018,11,213781.330069474616663
"IND",2018,12,321995.181679162917472
"IND",2018,13,294968.884146655981914
"IND",2019,10,71147.211287425312646
"IND",2019,11,151874.66746879804799
"IND",2019,12,108383.842045044628111
"IND",2019,13,190660.049548839072432
"IND",2020,11,34809.97049935349900
"IND",2020,12,54762.11094002706858
"IND",2020,13,382205.415428715846901
"IND",2020,14,301475.95817144798731
"IND",2021,10,258901.658765223295373
"IND",2021,11,339198.589705786197231
"IND",2021,12,653468.46786920867399
"IND",2021,13,550379.44735849312384
"IRL",2012,11,49.53774528571357
"IRL",2012,12,16.922033402777486
"IRL",2012,13,41.37972757649321
"IRL",2015,11,49.472225408240913
"IRL",2015,12,159.530209826948138
"IRL",2015,13,8.38563208927672
"IRL",2015,14,361.86280309019839
"IRL",2017,13,166.614873938597231
"IRL",2019,10,25.384929332080183
"IRL",2019,11,8.49230066950642
"IRL",2019,12,16.831045699249827
"IRN",2012,10,4706.344788675322790
"IRN",2012,11,1063.655326741041260
"IRN",2012,12,210.315517275160383
"IRN",2012,13,23.263981030070763
"IRN",2013,10,1811.68105353788397
"IRN",2013,11,4592.85044347848656
"IRN",2013,12,3494.47665608106055
"IRN",2013,13,3104.73114853390798
"IRN",2014,10,11.863282779653733
"IRN",2014,12,2003.5273506525395
"IRN",2014,13,227.38239177906887
"IRN",2015,11,733.156920750038113
"IRN",2015,12,6182.437034105646104
"IRN",2015,13,4136.53188402201957
"IRN",2015,14,8856.58859794587886
"IRN",2016,10,822.2494891294731
"IRN",2016,11,3630.2215778755658
"IRN",2016,12,2760.35467146261441
"IRN",2016,13,3195.33325001153093
"IRN",2017,10,59.06634538030352
"IRN",2017,11,23.254014781615446
"IRN",2017,12,35.220312431978788
"IRN",2017,13,4088.116051620797825
"IRN",2018,10,5472.60333828660006
"IRN",2018,11,917.72427465024115
"IRN",2018,12,504.59865849271976
"IRN",2018,13,118.3789102872577
"IRN",2019,10,3482.376715686918419
"IRN",2019,11,528.334874812782727
"IRN",2019,12,2503.28047874052354
"IRN",2019,13,1413.109986118019656
"IRN",2020,11,1270.6443979920346
"IRN",2020,12,810.11930369225898
"IRN",2020,13,3245.2350805947717
"IRN",2020,14,9610.212387159838067
"IRN",2021,10,2597.803375626182734
"IRN",2021,11,4168.570431452459736
"IRN",2021,12,3253.33504879991638
"IRN",2021,13,1683.36120003041892
"IRQ",2012,10,1621.1415897897642
"IRQ",2012,11,1985.59158221874595
"IRQ",2012,12,59.06136290632037
"IRQ",2013,10,162.69952411866262
"IRQ",2013,12,33.58095618676615
"IRQ",2013,13,538.5170043953964
"IRQ",2014,11,341.977707444986724
"IRQ",2014,12,1286.1531693367451
"IRQ",2014,13,46.93647082766974
"IRQ",2015,11,1065.5878403582234
"IRQ",2015,12,46.88356550692276
"IRQ",2015,13,340.87186226918912
"IRQ",2015,14,11967.48484497463793
"IRQ",2016,10,299.772162348877544
"IRQ",2016,11,469.4714078418303
"IRQ",2016,12,609.59311110640863
"IRQ",2016,13,996.82831941073487
"IRQ",2017,10,403.799613872505239
"IRQ",2017,13,1644.84300141801528
"IRQ",2018,10,12673.147956565507497
"IRQ",2018,11,3005.5265695220769
"IRQ",2018,12,315.547195956261652
"IRQ",2018,13,93.86392297751449
"IRQ",2019,10,23.50660985000532
"IRQ",2019,12,140.56003331228635
"IRQ",2019,13,47.208723995569486
"IRQ",2020,12,218.79602338265493
"IRQ",2020,13,720.934667886528905
"IRQ",2020,14,3008.45833110769312
"IRQ",2021,10,561.4435460892341
"IRQ",2021,11,3415.93317696819917
"IRQ",2021,12,3819.9512936344209
"IRQ",2021,13,113.74715000329673
"ITA",2014,10,932.146475307945311
"ITA",2014,11,136.2165729650116
"ITA",2015,11,9.580520052478587
"ITA",2015,14,9.66241827762831
"ITA",2016,10,321.37915346702573
"ITA",2016,11,3059.324550769770412
"ITA",2016,12,603.05062390223027
"ITA",2016,13,68.16611694489194
"ITA",2019,11,397.63921703407016
"ITA",2019,12,373.450532862569
"ITA",2019,13,661.7322751596407
"ITA",2020,11,105.797300706011015
"ITA",2020,14,83.57007167043032
"JAM",2012,10,168.95398378080262
"JAM",2012,11,65.0630903856896
"JAM",2012,12,91.185093258174515
"JAM",2013,10,26.017224393553324
"JAM",2015,11,26.028546031846837
"JAM",2015,14,12.984870668731153
"JAM",2016,13,12.995879380805468
"JAM",2017,10,78.16456947738803
"JAM",2018,13,13.027190243848363
"JAM",2019,10,742.1880178789576
"JAM",2019,11,507.301976970671385
"JAM",2019,12,169.1896538466462
"JAM",2019,13,65.03229056224319
"JAM",2020,12,38.99202178309984
"JAM",2020,13,90.91687381071046
"JAM",2020,14,39.025439252794285
"JAM",2021,13,51.97815424833573
"JPN",2012,10,161.17325220750808
"JPN",2012,11,977.97821419356595
"JPN",2012,12,1721.945513516371798
"JPN",2012,13,274.290011319811569
"JPN",2013,10,3183.213656133265513
"JPN",2013,11,3868.83143944244240
"JPN",2013,12,950.35009055913841
"JPN",2013,13,211.184921692079996
"JPN",2014,10,4887.289996424363034
"JPN",2014,11,9458.846173792502928
"JPN",2014,12,3516.46813440171309
"JPN",2014,13,634.05168593715946
"JPN",2015,11,3485.683700327788337
"JPN",2015,12,3301.23389167522703
"JPN",2015,13,2824.55928518169406
"JPN",2015,14,240.85041330315838
"JPN",2016,10,218.72874870340603
"JPN",2016,11,1585.495102254146604
"JPN",2016,12,763.442849456809556
"JPN",2016,13,114.43167996690957
"JPN",2017,10,2740.18299828669165
"JPN",2017,11,2853.49892417952451
"JPN",2017,12,253.037285692993409
"JPN",2018,10,1657.78311611723928
"JPN",2018,11,8633.36042450810357
"JPN",2018,12,1706.694618143013015
"JPN",2018,13,254.884908663144778
"JPN",2019,10,437.442519919672331
"JPN",2019,11,1228.625553710184714
"JPN",2019,12,5841.71582956130543
"JPN",2019,13,2542.48759527065624
"JPN",2020,11,775.34371583198142
"JPN",2020,12,7857.10689530821995
"JPN",2020,13,862.98229623632743
"JPN",2020,14,1212.359118797895122
"JPN",2021,10,897.15246428467634
"JPN",2021,11,1472.02312636295572
"JPN",2021,12,321.351530167773498
"JPN",2021,13,183.571678501712046
"KAZ",2012,10,8838.226435126190673
"KAZ",2012,11,49912.8834939824038
"KAZ",2012,12,40304.83714864091616
"KAZ",2012,13,16654.4021063780800
"KAZ",2013,10,23271.2662391386345
"KAZ",2013,11,44322.12131818610087
"KAZ",2013,12,49419.48521525099111
"KAZ",2013,13,51972.6257348130739
"KAZ",2014,10,1266.61571528609244
"KAZ",2014,11,4022.09713064033177
"KAZ",2014,12,1921.25639764692049
"KAZ",2014,13,20685.57735631617257
"KAZ",2015,11,6189.62921986910146
"KAZ",2015,12,5352.52704401028229
"KAZ",2015,13,12785.09613108903201
"KAZ",2015,14,35090.3301298469628
"KAZ",2016,10,445.06228100655073
"KAZ",2016,11,2827.911559692113113
"KAZ",2016,12,2383.865122055855877
"KAZ",2016,13,5152.40642497251896
"KAZ",2017,10,23070.2008641406643
"KAZ",2017,11,4991.4990272242962
"KAZ",2017,12,3045.66119994278204
"KAZ",2017,13,65123.03086570902234
"KAZ",2018,10,2466.43272916974581
"KAZ",2018,11,6139.79415054032149
"KAZ",2018,12,4099.849300091759540
"KAZ",2018,13,19656.59224016027834
"KAZ",2019,10,518423.731412365786248
"KAZ",2019,11,131543.5376819148143
"KAZ",2019,12,11478.81158372590017
"KAZ",2019,13,44915.4583640281178
"KAZ",2020,11,74980.20258174575655
"KAZ",2020,12,52447.5160957756272
"KAZ",2020,13,49466.5702577177902
"KAZ",2020,14,134154.82196834191540
"KAZ",2021,10,1967.27916644082364
"KAZ",2021,11,19898.47230999647735
"KAZ",2021,12,19528.2793921671601
"KAZ",2021,13,21950.66797460382484
"KEN",2012,10,47491.209946165835463
"KEN",2012,11,95660.126526429319534
"KEN",2012,12,16258.966104227319653
"KEN",2012,13,14330.797822151495460
"KEN",2013,10,13364.860087876848254
"KEN",2013,11,2924.168001554612584
"KEN",2013,12,7828.57355603202796
"KEN",2013,13,1365.96145589561674
"KEN",2014,10,14904.487173568547241
"KEN",2014,11,11027.51185112133555
"KEN",2014,12,3797.719070637886152
"KEN",2014,13,354.6735294144462
"KEN",2015,11,32551.591172975590525
"KEN",2015,12,10385.939859472846358
"KEN",2015,13,3714.857512207802763
"KEN",2015,14,3881.255882791102942
"KEN",2016,10,9273.862036855823695
"KEN",2016,11,8865.496287155618854
"KEN",2016,12,6800.980597549491874
"KEN",2016,13,2018.708012371525295
"KEN",2017,10,1899.582090566527404
"KEN",2017,11,1271.01845661733308
"KEN",2017,12,341.682601321397246
"KEN",2017,13,68.33182373016358
"KEN",2018,10,2512.219179827600279
"KEN",2018,11,109.217782046485635
"KEN",2018,12,2060.8630995461667
"KEN",2018,13,845.8441216305309
"KEN",2019,10,10384.621797015761623
"KEN",2019,11,10533.834283611957935
"KEN",2019,12,10056.78207843435897
"KEN",2019,13,11587.576910278904652
"KEN",2020,11,15203.61751231633066
"KEN",2020,12,17059.297922263661005
"KEN",2020,13,5040.761866939854725
"KEN",2020,14,1789.70079393489546
"KEN",2021,10,4982.897052702274096
"KEN",2021,11,6295.252871704399355
"KEN",2021,12,8904.27346459240036
"KEN",2021,13,2717.591082195045858
"KGZ",2012,11,20.159481440828714
"KGZ",2012,12,235.8717274772155
"KGZ",2012,13,80.86329651142074
"KGZ",2013,10,332.91542746784256
"KGZ",2013,11,10.404764885924921
"KGZ",2014,11,133.222602171028125
"KGZ",2014,12,72.90533608829386
"KGZ",2015,11,52.42957562808316
"KGZ",2015,12,70.74107139617719
"KGZ",2015,13,50.52536442821878
"KGZ",2015,14,10.104645128179532
"KGZ",2017,10,186.57753550513237
"KGZ",2017,11,201.02472406419355
"KGZ",2018,10,60.64390852878034
"KGZ",2018,11,355.7518568154836
"KGZ",2018,12,31.07891748174127
"KGZ",2019,10,3870.7673311815
"KGZ",2019,11,1874.624719678182567
"KHM",2012,10,24031.585967531086880
"KHM",2012,11,35704.811402439657294
"KHM",2012,12,22304.013595211240972
"KHM",2012,13,10668.914544956347800
"KHM",2013,10,44250.431710409860161
"KHM",2013,11,18789.558075995611551
"KHM",2013,12,19982.184608685715804
"KHM",2013,13,34499.877695672105310
"KHM",2014,10,22740.390832978922304
"KHM",2014,11,29257.522855986947175
"KHM",2014,12,17853.311860117967998
"KHM",2014,13,11499.412807202295117
"KHM",2015,11,29292.262869208012799
"KHM",2015,12,30374.873000995782943
"KHM",2015,13,25112.277869583716065
"KHM",2015,14,24625.883343004768546
"KHM",2016,10,17005.483068508360700
"KHM",2016,11,10847.265308367689870
"KHM",2016,12,18491.608069234622574
"KHM",2016,13,38872.169785247326527
"KHM",2017,10,52819.385992296165069
"KHM",2017,11,11963.288706508973589
"KHM",2017,12,5154.484165648031913
"KHM",2017,13,1415.096096447676445
"KHM",2018,10,54109.683295310520261
"KHM",2018,11,21821.394289825418485
"KHM",2018,12,15131.551660919800722
"KHM",2018,13,7222.851776519901316
"KHM",2019,10,38115.185245926172031
"KHM",2019,11,43159.775821487203888
"KHM",2019,12,25413.317805321746495
"KHM",2019,13,20441.784731701905718
"KHM",2020,11,21035.226099654942942
"KHM",2020,12,19953.964001968786659
"KHM",2020,13,15413.281313522441305
"KHM",2020,14,20238.281676027259072
"KHM",2021,10,34234.596034861874308
"KHM",2021,11,23319.548746963072717
"KHM",2021,12,10332.526600843421263
"KHM",2021,13,2292.410674103098833
"KOR",2013,10,178.76471478431633
"KOR",2013,13,354.62586118718644
"KOR",2014,10,2571.331914998022066
"KOR",2014,11,1700.088679015258686
"KOR",2014,12,87.2154860083464
"KOR",2014,13,487.149966391005444
"KOR",2015,11,307.931534817161393
"KOR",2015,12,75.98857268746629
"KOR",2015,13,163.482286903137873
"KOR",2016,10,33.434962607608966
"KOR",2016,11,885.4856442213934
"KOR",2016,12,602.412008690307438
"KOR",2017,10,337.01748010666639
"KOR",2017,11,184.1359263599667
"KOR",2017,13,32.37496690245904
"KOR",2019,10,917.41454685304087
"KOR",2019,11,1122.93588539562582
"KOR",2020,11,2018.41260977208424
"KOR",2020,12,1820.173324426086339
"KOR",2020,13,1543.6593657714016
"KOR",2020,14,961.37092367385742
"KWT",2013,10,11.995445063890118
"KWT",2014,11,83.94312901093474
"KWT",2020,13,201.98999514290165
"KWT",2020,14,35.641894751280006
"LAO",2012,10,101281.971290734160393
"LAO",2012,11,95778.79401227167032
"LAO",2012,12,77071.509506886759705
"LAO",2012,13,50091.77893695419045
"LAO",2013,10,14655.351496471838838
"LAO",2013,11,18615.448489083111745
"LAO",2013,12,22477.23570141669279
"LAO",2013,13,91642.279011648004398
"LAO",2014,10,52684.434779976004573
"LAO",2014,11,52852.77146409352977
"LAO",2014,12,54031.798311986837783
"LAO",2014,13,45215.98949540204741
"LAO",2015,11,41395.35989237292132
"LAO",2015,12,87601.261697458039294
"LAO",2015,13,42724.3339778189225
"LAO",2015,14,116056.943973013195873
"LAO",2016,10,32515.61995335198813
"LAO",2016,11,77616.176770339736151
"LAO",2016,12,52675.76703735189772
"LAO",2016,13,47466.643052566792508
"LAO",2017,10,17615.961979701302896
"LAO",2017,11,54551.766230317047151
"LAO",2017,12,47562.113792145360136
"LAO",2017,13,20471.58580192424137
"LAO",2018,10,24943.159344088825684
"LAO",2018,11,19659.23826015231694
"LAO",2018,12,22339.7810599941646
"LAO",2018,13,13021.14272980966904
"LAO",2019,10,43317.18962909527793
"LAO",2019,11,22511.077791677892354
"LAO",2019,12,42963.171380042446864
"LAO",2019,13,51430.207380077633375
"LAO",2020,11,152327.955079928172550
"LAO",2020,12,116296.478450496091661
"LAO",2020,13,200234.698286516417146
"LAO",2020,14,356176.34044132187458
"LAO",2021,10,32305.75514804294431
"LAO",2021,11,54195.14075520187375
"LAO",2021,12,46903.98735630783553
"LAO",2021,13,26923.081511799717945
"LBN",2020,14,22.930409290230376
"LBR",2012,10,6471.820552705073048
"LBR",2012,11,4485.015362513952349
"LBR",2012,12,786.757819308536820
"LBR",2012,13,380.044083358675775
"LBR",2013,10,3085.18685659950035
"LBR",2013,11,406.439635945084574
"LBR",2013,12,298.201706722115265
"LBR",2013,13,1395.486937460785347
"LBR",2014,10,257.73399891159520
"LBR",2014,11,2344.026167055778446
"LBR",2014,12,6699.763377456590534
"LBR",2014,13,1671.065800599601129
"LBR",2015,11,1221.772237509861485
"LBR",2015,12,868.127655390711761
"LBR",2015,13,5507.669587618358285
"LBR",2015,14,144517.904337696582243
"LBR",2016,10,718.221864378786954
"LBR",2016,11,609.51536151867966
"LBR",2016,12,676.845425554911982
"LBR",2016,13,81.23841751388557
"LBR",2017,10,40.56981843664037
"LBR",2017,11,625.428247051891231
"LBR",2017,12,1139.672100200230011
"LBR",2017,13,6028.14328096399834
"LBR",2018,10,4314.183908189488076
"LBR",2018,11,1639.49478234393099
"LBR",2018,12,718.77183362890366
"LBR",2018,13,299.210533724114475
"LBR",2019,10,49107.583638739430424
"LBR",2019,11,48950.577419533867935
"LBR",2019,12,5500.502522276224841
"LBR",2019,13,4404.859239371596252
"LBR",2020,11,203.383438020580718
"LBR",2020,12,379.456227350269077
"LBR",2020,13,1326.852154483837016
"LBR",2020,14,2533.452208020875197
"LBR",2021,10,94.77325384707262
"LBR",2021,11,40.707739973126678
"LBR",2021,12,1546.06243949513340
"LBR",2021,13,162.840717407707977
"LKA",2014,10,731.107457195213014
"LKA",2014,11,1205.0825289791076
"LKA",2014,12,257.2600462412511
"LKA",2014,13,40.61932656354736
"LKA",2019,10,541.1934731176468
"LKA",2019,11,1096.873047871977
"LKA",2019,12,1651.64963174348408
"LKA",2019,13,27.077882524049016
"LKA",2020,11,13.531560292242043
"LTU",2015,11,55.75606343224702
"LTU",2015,12,39.988062798785350
"LTU",2018,10,7.895213903953164
"LTU",2018,11,39.47606951976582
"LTU",2020,11,87.57067839491354
"LTU",2020,12,71.34466436724131
"LVA",2012,11,221.0725122491177
"LVA",2012,12,282.18800714487156
"LVA",2014,10,7.559135267588479
"LVA",2015,11,1226.9588611146369
"LVA",2016,11,120.3268141411505
"LVA",2016,12,60.200446044169304
"LVA",2016,13,15.050945623692396
"MDA",2012,10,1165.252878122800215
"MDA",2012,11,4320.433139058824446
"MDA",2012,12,1010.14630096023423
"MDA",2012,13,27.943040738334254
"MDA",2013,10,180.21378708689759
"MDA",2013,13,109.66077229938146
"MDA",2014,10,338.211052765063475
"MDA",2014,11,548.202762145966525
"MDA",2014,12,112.114512000755935
"MDA",2015,11,158.68480491544042
"MDA",2015,12,76.03998240741107
"MDA",2016,10,9.479598669144252
"MDA",2016,11,18.944285383294843
"MDA",2016,12,56.846619217482566
"MDA",2017,10,384.45377739874147
"MDA",2017,11,27.573079883622228
"MDA",2017,12,565.2067138197724
"MDA",2017,13,193.45554564845216
"MDA",2018,10,56.832872873318664
"MDA",2018,11,38.24372214465359
"MDA",2018,12,143.82989643051249
"MDA",2018,13,4945.951288675249
"MDA",2019,10,28.493604803408719
"MDA",2019,11,66.820254052589213
"MDA",2020,11,416.97473078786509
"MDA",2020,12,426.284053030724749
"MDA",2020,13,265.64531274703118
"MDA",2020,14,56.524763576069602
"MDG",2012,10,156.1916635160522
"MDG",2012,13,101.92935312821685
"MDG",2013,10,1114.82124614970933
"MDG",2013,11,715.88089515968508
"MDG",2013,12,2919.94505879622840
"MDG",2013,13,23255.8054882368846
"MDG",2014,10,1832.87913279324298
"MDG",2014,11,383.37660141812805
"MDG",2014,12,1140.223945222919277
"MDG",2014,13,1812.75494923058567
"MDG",2015,11,2353.400666600087635
"MDG",2015,12,8260.233063834167272
"MDG",2015,13,4296.104779190217371
"MDG",2015,14,4938.915045323773861
"MDG",2016,10,254.039949784277755
"MDG",2016,11,37.895615835730084
"MDG",2016,12,1354.790520010020566
"MDG",2016,13,27774.47411980730940
"MDG",2017,10,113.64108649755065
"MDG",2017,11,189.44170516187108
"MDG",2017,12,735.21324180661300
"MDG",2017,13,1173.546720020410927
"MDG",2018,10,813.83862580030272
"MDG",2018,11,1024.469135615296953
"MDG",2018,12,732.74023227937663
"MDG",2018,13,419.32684560529265
"MDG",2019,10,411.59572093628725
"MDG",2019,11,1597.8662046406523
"MDG",2019,12,514.2322582815206
"MDG",2019,13,1815.012973616490255
"MDG",2020,11,5300.637613767159903
"MDG",2020,12,5487.11772448058060
"MDG",2020,13,32922.59265062297052
"MDG",2020,14,20156.643590589275226
"MDG",2021,10,38.16972464044443
"MDG",2021,11,76.451073591869674
"MDG",2021,12,828.71564175697933
"MDG",2021,13,356.194500438798556
"MEX",2012,10,13693.451816505416524
"MEX",2012,11,13342.551196907960715
"MEX",2012,12,19924.086331368772064
"MEX",2012,13,19995.156136636491551
"MEX",2013,10,49184.288872705025422
"MEX",2013,11,27425.823653791628287
"MEX",2013,12,91767.087267386323897
"MEX",2013,13,37848.473321092707036
"MEX",2014,10,12346.268183968247261
"MEX",2014,11,17167.013899692564268
"MEX",2014,12,9052.010775965121751
"MEX",2014,13,16264.914242396176873
"MEX",2015,11,13840.322761216564054
"MEX",2015,12,11295.997727226304772
"MEX",2015,13,10969.784050480180840
"MEX",2015,14,22322.037043136747955
"MEX",2016,10,11109.560021043517747
"MEX",2016,11,12268.193363694641193
"MEX",2016,12,22939.159880328299452
"MEX",2016,13,53227.931470315582736
"MEX",2017,10,41740.715221563424595
"MEX",2017,11,49886.597814925961779
"MEX",2017,12,83598.499969776561779
"MEX",2017,13,91870.859368971339485
"MEX",2018,10,26837.091752178867155
"MEX",2018,11,30434.774688613995531
"MEX",2018,12,59249.318649144464509
"MEX",2018,13,58031.315098535731223
"MEX",2019,10,30131.434077768667965
"MEX",2019,11,40816.971528115172509
"MEX",2019,12,23831.770494794861653
"MEX",2019,13,65467.593737437558439
"MEX",2020,11,21516.853588887188643
"MEX",2020,12,27784.767984815926699
"MEX",2020,13,38818.771673330974776
"MEX",2020,14,71558.252176821178013
"MEX",2021,10,32718.617564010839596
"MEX",2021,11,55125.343649094960547
"MEX",2021,12,91378.612531646908897
"MEX",2021,13,34298.650732338103782
"MKD",2012,11,625.0150522843087
"MKD",2012,12,61.95843072934937
"MKD",2014,11,30.775803640963773
"MKD",2015,14,71.66699555661592
"MKD",2016,12,61.844423675449825
"MKD",2017,12,340.73054996245046
"MKD",2017,13,113.57667665364684
"MKD",2019,11,522.9003845262242
"MKD",2019,12,1156.1699684696919
"MKD",2019,13,1126.63859323894447
"MKD",2020,12,421.45580255123724
"MLI",2012,10,56154.59722694233633
"MLI",2012,11,100552.03101297179242
"MLI",2012,12,61552.495945800497214
"MLI",2012,13,45201.94603008325806
"MLI",2013,10,139632.13232759855252
"MLI",2013,11,109882.1364229636026
"MLI",2013,12,111079.70878605187048
"MLI",2013,13,96665.13067589457422
"MLI",2014,10,86594.72036482409115
"MLI",2014,11,77522.02737799195984
"MLI",2014,12,103236.50948121385604
"MLI",2014,13,75254.12011279684535
"MLI",2015,11,61094.6411485685137
"MLI",2015,12,27225.627785003833944
"MLI",2015,13,72475.12767455740614
"MLI",2015,14,118174.4536186315833
"MLI",2016,10,73933.6063678131254
"MLI",2016,11,53953.31214253260101
"MLI",2016,12,35654.901371698624498
"MLI",2016,13,47305.02109381270610
"MLI",2017,10,98725.4053615171637
"MLI",2017,11,53690.62549403102819
"MLI",2017,12,53323.93021077440801
"MLI",2017,13,105640.39611280820838
"MLI",2018,10,106404.2844633536458
"MLI",2018,11,81082.3083417182185
"MLI",2018,12,68433.39791074755653
"MLI",2018,13,41442.178908310448767
